Id,Category
HW00006775,1
HW00004641,8
HW00005276,1
HW00007322,4
HW00007189,7
HW00006882,4
HW00001566,9
HW00003282,7
HW00006902,0
HW00006556,6
HW00001878,1
HW00005498,2
HW00002381,7
HW00007798,4
HW00006106,2
HW00004085,9
HW00004818,7
HW00003483,6
HW00004166,7
HW00005553,6
HW00007419,4
HW00001368,0
HW00004762,9
HW00004226,3
HW00001691,7
HW00005043,1
HW00004707,5
HW00003036,4
HW00004275,1
HW00004914,6
HW00006227,4
HW00006420,6
HW00006721,1
HW00003070,4
HW00007932,7
HW00007714,1
HW00000104,9
HW00002088,1
HW00006218,6
HW00002949,6
HW00004082,6
HW00002787,7
HW00000475,6
HW00002243,7
HW00004741,0
HW00006154,0
HW00000686,6
HW00003011,1
HW00005708,7
HW00004979,0
HW00007006,7
HW00002235,2
HW00001102,8
HW00007379,7
HW00002079,1
HW00004932,7
HW00004063,7
HW00005447,6
HW00000706,7
HW00002676,3
HW00000764,7
HW00006092,8
HW00006862,1
HW00005974,1
HW00002289,3
HW00003615,7
HW00002182,7
HW00006867,3
HW00004836,5
HW00002408,4
HW00003703,4
HW00007147,6
HW00003266,9
HW00006905,6
HW00000606,2
HW00003053,0
HW00005076,6
HW00004679,8
HW00002523,7
HW00000949,8
HW00006048,2
HW00000781,7
HW00006193,7
HW00004713,1
HW00004985,1
HW00006909,2
HW00007445,2
HW00003964,7
HW00001131,6
HW00006148,9
HW00007496,1
HW00005555,6
HW00005535,9
HW00001356,6
HW00005539,2
HW00000292,2
HW00001057,7
HW00005569,4
HW00005297,1
HW00003559,6
HW00004278,4
HW00007244,1
HW00003188,7
HW00004338,4
HW00000934,9
HW00005163,4
HW00007309,6
HW00006431,6
HW00005347,2
HW00005788,2
HW00006946,1
HW00005449,6
HW00007640,7
HW00001978,6
HW00003694,9
HW00004507,2
HW00004352,2
HW00004056,7
HW00003990,2
HW00003357,7
HW00006415,2
HW00001805,7
HW00001472,2
HW00006375,6
HW00003908,6
HW00000017,1
HW00007213,2
HW00003143,4
HW00002931,8
HW00003735,6
HW00005944,6
HW00006158,2
HW00003370,6
HW00004266,3
HW00006361,2
HW00002758,2
HW00005919,7
HW00002500,1
HW00007848,7
HW00007802,6
HW00004016,1
HW00007509,1
HW00005940,6
HW00004031,0
HW00005428,4
HW00007515,6
HW00004749,7
HW00006896,1
HW00006516,1
HW00003313,2
HW00005262,1
HW00007503,3
HW00000477,0
HW00006303,1
HW00001509,7
HW00001197,1
HW00005609,7
HW00005059,1
HW00001418,4
HW00006763,6
HW00007015,7
HW00007399,7
HW00003279,7
HW00003647,6
HW00005563,6
HW00007494,1
HW00003116,7
HW00005857,1
HW00006860,7
HW00007486,2
HW00007298,6
HW00003160,2
HW00005338,5
HW00007311,6
HW00001004,2
HW00000615,7
HW00001465,1
HW00006043,2
HW00000530,2
HW00002542,9
HW00002934,6
HW00004575,2
HW00004724,6
HW00003196,1
HW00002660,1
HW00007662,1
HW00007743,2
HW00006454,4
HW00003445,1
HW00003138,1
HW00005510,6
HW00003358,7
HW00003240,6
HW00006403,5
HW00005777,2
HW00001115,0
HW00001977,0
HW00005749,6
HW00004992,7
HW00002288,7
HW00006133,6
HW00003452,1
HW00001939,7
HW00001049,9
HW00002092,5
HW00000894,6
HW00006159,7
HW00004320,2
HW00005941,7
HW00004771,1
HW00005108,2
HW00003548,5
HW00001531,1
HW00003217,6
HW00003438,6
HW00006310,9
HW00001641,1
HW00000823,6
HW00002142,0
HW00002124,2
HW00003222,7
HW00000478,7
HW00002957,0
HW00003565,7
HW00003366,9
HW00006957,2
HW00001083,5
HW00001184,6
HW00004465,7
HW00001302,1
HW00002346,6
HW00005630,2
HW00005582,3
HW00005140,6
HW00007057,6
HW00005415,9
HW00007029,9
HW00004677,2
HW00000493,2
HW00001640,1
HW00001846,4
HW00001268,8
HW00007625,8
HW00004146,0
HW00000725,2
HW00002043,1
HW00006447,9
HW00000417,1
HW00007159,2
HW00000117,6
HW00001538,7
HW00001642,1
HW00000733,6
HW00000299,9
HW00005832,2
HW00001742,2
HW00001633,1
HW00006762,2
HW00006880,0
HW00006562,7
HW00000675,7
HW00001383,9
HW00001276,6
HW00007757,2
HW00001315,9
HW00003390,0
HW00007770,1
HW00001959,7
HW00006436,9
HW00003586,7
HW00000046,1
HW00003351,2
HW00006838,6
HW00006042,7
HW00001768,2
HW00003355,7
HW00006975,2
HW00005845,6
HW00004807,1
HW00005069,1
HW00003727,0
HW00004115,1
HW00006026,1
HW00007634,0
HW00002513,4
HW00004032,9
HW00007082,4
HW00000982,6
HW00005573,9
HW00001056,6
HW00000524,5
HW00003051,1
HW00005452,5
HW00005055,0
HW00003016,4
HW00003814,7
HW00002603,7
HW00007458,4
HW00003319,1
HW00001026,1
HW00003376,6
HW00007194,6
HW00003264,7
HW00005432,1
HW00005116,7
HW00006391,1
HW00003176,7
HW00005494,7
HW00000653,6
HW00005812,2
HW00003890,1
HW00003151,1
HW00005458,4
HW00005012,1
HW00000032,2
HW00004175,2
HW00007104,1
HW00007872,7
HW00000973,0
HW00003561,7
HW00006319,0
HW00001513,2
HW00000690,7
HW00005475,4
HW00002254,4
HW00003706,1
HW00004860,6
HW00000885,7
HW00000185,5
HW00000732,0
HW00001107,2
HW00006137,7
HW00001174,7
HW00007731,7
HW00000180,6
HW00006708,4
HW00005943,7
HW00000558,1
HW00007906,7
HW00007059,7
HW00006951,1
HW00001471,3
HW00003664,2
HW00007775,7
HW00000190,7
HW00002437,7
HW00003754,7
HW00004355,7
HW00005304,8
HW00002482,4
HW00003851,1
HW00001860,0
HW00000033,9
HW00007850,1
HW00006198,2
HW00007821,7
HW00004742,9
HW00002242,4
HW00000804,6
HW00005455,7
HW00007241,2
HW00004496,2
HW00001162,6
HW00005417,6
HW00005035,6
HW00000295,1
HW00005716,9
HW00006405,2
HW00001351,7
HW00001343,1
HW00006606,1
HW00007422,4
HW00006242,7
HW00005310,7
HW00004255,9
HW00005866,7
HW00006664,2
HW00000918,5
HW00007468,0
HW00002094,7
HW00001381,2
HW00002665,9
HW00001403,4
HW00004735,6
HW00005889,1
HW00000034,4
HW00006541,5
HW00000859,0
HW00005072,5
HW00004446,5
HW00003496,9
HW00000447,7
HW00003401,3
HW00002258,6
HW00002935,7
HW00005588,6
HW00002992,2
HW00007523,1
HW00004889,2
HW00001440,6
HW00006988,4
HW00003704,7
HW00007881,6
HW00004456,1
HW00003747,6
HW00000897,1
HW00006164,7
HW00005082,0
HW00001698,0
HW00005029,0
HW00002847,6
HW00007083,6
HW00005644,7
HW00002953,7
HW00006810,6
HW00006003,6
HW00007631,2
HW00000449,1
HW00003589,1
HW00005517,6
HW00002980,2
HW00002685,1
HW00002853,7
HW00004466,7
HW00007774,6
HW00000739,6
HW00004182,8
HW00006845,6
HW00002923,4
HW00002932,2
HW00000244,1
HW00006889,6
HW00005545,6
HW00004838,2
HW00003772,1
HW00006895,0
HW00000913,9
HW00007920,1
HW00005891,5
HW00003206,0
HW00006594,4
HW00007024,6
HW00007834,6
HW00006054,7
HW00006942,7
HW00006573,7
HW00002483,6
HW00000132,6
HW00006455,2
HW00003119,7
HW00006182,7
HW00002918,6
HW00006816,4
HW00003339,7
HW00002449,2
HW00007180,6
HW00005934,5
HW00000811,2
HW00006135,7
HW00002443,7
HW00003394,2
HW00007401,2
HW00005776,7
HW00000553,4
HW00006326,7
HW00000661,4
HW00005763,7
HW00007171,2
HW00005390,7
HW00004395,1
HW00007439,2
HW00006051,2
HW00001784,6
HW00001069,9
HW00000776,7
HW00003799,7
HW00003038,4
HW00006665,6
HW00002624,7
HW00003731,2
HW00003361,1
HW00000937,6
HW00003308,7
HW00007060,1
HW00006710,4
HW00006872,1
HW00006565,6
HW00002111,1
HW00002465,1
HW00003013,1
HW00004252,6
HW00003294,7
HW00007660,0
HW00004065,1
HW00007301,4
HW00006747,1
HW00006661,0
HW00007227,2
HW00002377,9
HW00000556,2
HW00003278,2
HW00002406,2
HW00000601,7
HW00002515,7
HW00006453,7
HW00004484,3
HW00003891,2
HW00002766,2
HW00006587,9
HW00004744,7
HW00000663,4
HW00005437,1
HW00007510,1
HW00002409,7
HW00001335,1
HW00003063,7
HW00004237,2
HW00006784,2
HW00004756,6
HW00003852,4
HW00004020,2
HW00007768,4
HW00005694,7
HW00003098,2
HW00004769,1
HW00003514,1
HW00003239,6
HW00002021,2
HW00002841,7
HW00005858,6
HW00005897,6
HW00006837,0
